Document Title,Authors,DOI,Link
Improved QPSO with Darwinian evolution theory for three-dimensional path planning of robots,Wang M.; Chen X.; Liu S.; Ncube S.N.; Ming R.; Liu F.; Luo J.; Pu H.,10.1016/j.swevo.2026.102334,https://www.scopus.com/pages/publications/105034589125?origin=resultslist
"9th International Conference on Information and Communication Technology for Intelligent Systems, ICTIS 2025",,,https://www.scopus.com/pages/publications/105028256626?origin=resultslist
Machine learning-driven materials discovery: Unlocking next-generation functional materials – A review,Nematov D.; Hojamberdiev M.,10.1016/j.cocom.2025.e01139,https://www.scopus.com/pages/publications/105016488693?origin=resultslist
"Rehabilitation Technologies by Integrating Exoskeletons, Aquatic Therapy, and Quantum Computing for Enhanced Patient Outcomes",Salgado-Gomes-Sagaz F.; Zorrilla-Muñoz V.; Garcia-Aracil N.,10.3390/s24237765,https://www.scopus.com/pages/publications/85211798828?origin=resultslist
Multifunctional electronic skin integrating dual-mode optical and pressure sensors for caregiving robots,Heo H.; Park J.; Ko D.; Lee K.; Lee J.; Joo H.; Yang J.; Cha G.D.; Kim D.-H.; Kim D.C.,10.1039/d5nh00418g,https://www.scopus.com/pages/publications/105017391150?origin=resultslist
Five Decades of Genetic Algorithms: A Systematic and Bibliometric Review (1975–2025),Chaudhary R.; Verma P.; Salgotra R.; Gandomi A.H.,10.1007/s11831-025-10487-2,https://www.scopus.com/pages/publications/105030197719?origin=resultslist
Signal Analysis: Quantum Field Theory Applications in Communication and Intelligence,Parthasarathy H.,10.1201/9781003728627,https://www.scopus.com/pages/publications/105027712638?origin=resultslist
Application of quantum annealing for scalable robotic assembly line optimization: a case study,Willmann M.; Albus M.; Schnabel J.; Roth M.,10.1016/j.procir.2025.01.099,https://www.scopus.com/pages/publications/105009412515?origin=resultslist
"Research Progress of Machine Learning-Driven Perovskite Luminescent Materials:Intelligent Design, Performance Optimization and Industrial Application; [机器学习驱动的钙钛矿发光材料研究进展:智能设计、性能优化与产业化应用]",Wang Y.-M.; Yang B.-X.; Zhang H.-J.; Sun L.-H.; Dong B.,10.19894/j.issn.1000-0518.250064,https://www.scopus.com/pages/publications/105025401812?origin=resultslist
The Quantum Evolution: Application of AI and Robotics in the Future of Quantum Technology,Khang A.; Rath K.C.,10.1201/9781032642079,https://www.scopus.com/pages/publications/85189589898?origin=resultslist
QCI Robot with Generative AI Knowledge Graph for Taiwanese/Japanese Co-Learning Model Application,Lee C.-S.; Wang M.-H.; Lee Y.-H.; Kubota N.; Sato-Shimokawara E.; Obo T.,10.1007/978-981-96-4596-1_5,https://www.scopus.com/pages/publications/105003623443?origin=resultslist
Emerging Technologies and Materials for Security and Defence 2025,,,https://www.scopus.com/pages/publications/105024944756?origin=resultslist
A Propose of Quantum-Enhanced Aquatic Exoskeleton to Revolutionize Rehabilitation,Salgado-Gomes-Sagaz F.; Zorrilla-Muñoz V.; Rodriguez-Martinez A.; Garcia-Aracil N.,10.1007/978-3-032-11512-6_7,https://www.scopus.com/pages/publications/105027941491?origin=resultslist
Daily briefing: These rappelling robots autonomously explore underground tunnels,Smith J.,10.1038/d41586-025-02657-w,https://www.scopus.com/pages/publications/105013480747?origin=resultslist
Unlocking financial innovation through strategic investments in information management: a systematic review,Garad A.; Riyadh H.A.; Al-Ansi A.M.; Beshr B.A.H.,10.1007/s43621-024-00542-6,https://www.scopus.com/pages/publications/85208737125?origin=resultslist
Biomimetic Humanoid Robots with Human Consciousness,Shahinpoor M.,10.1201/9781003713739,https://www.scopus.com/pages/publications/105024978787?origin=resultslist
"Robot Automation: Principle, Design and Applications",Singh R.; Gehlot A.; Maini S.,10.1201/9781003560319,https://www.scopus.com/pages/publications/105028077442?origin=resultslist
A Review on the Applications of Cyber Security in IoT-Integrated Robotics,Warbhe M.K.; Verma P.; Gundewar S.; Gudadhe A.,10.1007/978-981-97-9529-1_30,https://www.scopus.com/pages/publications/105002150909?origin=resultslist
"1st International Conference on Innovative Perspectives on Computational Intelligence and Data Science, InnoComp 2025",,,https://www.scopus.com/pages/publications/105028024878?origin=resultslist
Quantum-Enhanced Sliding Mode Control for Robust and High-Performance Industrial Robotic Manipulation,Fazilat M.; Zioui N.,10.1109/CCE67728.2025.11271952,https://www.scopus.com/pages/publications/105032909519?origin=resultslist
Smart Contracts and Blockchain: Transforming Telecommunications Contracts,Labash H.; Ghazi Abdiwi F.; Bektur Abyrahmanovich A.; Najim Abood H.; Ali Abbas H.,10.22034/jipm.2025.728434,https://www.scopus.com/pages/publications/105023393460?origin=resultslist
Advancements in Multi- Agent Large Language Model Systems for Next-Generation AI,Yadav S.P.; Song H.H.,10.4018/979-8-3373-1419-8,https://www.scopus.com/pages/publications/105020154645?origin=resultslist
Plenty of Room at the Bottom and Top: Future Perspectives on GaN Power Devices and Applications,Yang Z.; Yang X.; Liu J.; Cui H.; Lei K.; Guo Y.; Gao T.; Chan P.; Xia L.; Wang H.; Udrea F.; Dong D.; Li Q.; Zhang Y.,10.1109/TPEL.2026.3675006,https://www.scopus.com/pages/publications/105033647386?origin=resultslist
Quantum Computing Approaches to Autonomous Mobile Robots and Multi-Machine Systems: A Perspective on Design Automation; [Підходи квантових обчислень до автономних мобільних роботів та багатомашинних систем: погляд на автоматизацію проектування],Jayasri N.; Vidyullatha P.; Saravanan A.; Muthevi A.K.; Dinakaran K.P.; Medikondu N.R.,10.21272/jnep.17(3).03020,https://www.scopus.com/pages/publications/105014886776?origin=resultslist
Exploring Molecular Energy Landscapes by Coupling the DFTB Potential with a Tree-Based Stochastic Algorithm: Investigation of the Conformational Diversity of Phthalates,Milia V.; Tarrat N.; Zanon C.; Cortés J.; Rapacioli M.,10.1021/acs.jcim.3c01981,https://www.scopus.com/pages/publications/85188088789?origin=resultslist
Six metal cations in one double perovskite: exploring complexity of chloride elpasolites by high-throughput experimentation,Stroyuk O.; Raievska O.; Daum M.; Hauch J.; Brabec C.J.,10.1039/d4tc01693a,https://www.scopus.com/pages/publications/85195079910?origin=resultslist
Development history and prospects of agricultural product quality and safety traceability system in China; [中国农产品质量安全可追溯体系发展历程与展望],Sun C.; Zhu W.; Xing B.; Luo N.; Yang X.,10.11975/j.issn.1002-6819.202503157,https://www.scopus.com/pages/publications/105011970438?origin=resultslist
FireBot-Q: Quantum-AI Powered Firefighting Robot,Sowmya M.; Sundhari R.P.M.; Suriya S.S.R.; Ramya S.; Poornashree T.; Priyangaa A.,10.1109/ICECA66444.2025.11382814,https://www.scopus.com/pages/publications/105034894758?origin=resultslist
Digital technologies for a net-zero energy future: A comprehensive review,Ferdaus M.M.; Dam T.; Anavatti S.; Das S.,10.1016/j.rser.2024.114681,https://www.scopus.com/pages/publications/85197026172?origin=resultslist
Logical Perception of Artificial Vision Based on Nonlinear Neuromorphic Responses of Optoelectronic Synapses,Chen S.; Yang H.; Chen X.,10.1021/acsaelm.3c01808,https://www.scopus.com/pages/publications/85190745618?origin=resultslist
Digital transformation in the management of intellectual capital of the oil and gas complex enterprises,Balukova V.A.; Miroslavskaya M.V.; Peslia V.I.; Sadchikov I.A.,,https://www.scopus.com/pages/publications/85201998946?origin=resultslist
Mutual Observations of Cosmic Gamma Ray Bursts with the Moscow University CubeSat Constellation and Master Network Robotic Telescopes,Iyudin A.F.; Svertilov S.I.; Lipunov V.M.; Bogomolov V.V.; Bogomolov A.V.; Eremeev V.E.; Kalegaev V.V.; Korzhik M.V.; Kuznetsov A.S.; Kucherenko I.A.; Osedlo V.I.; Yashin I.V.,10.1134/S1063772926700022,https://www.scopus.com/pages/publications/105035435089?origin=resultslist
A Brief Review on Quantum-Based Control Strategies for Robotic Systems,Fazilat M.; Zioui N.,10.1109/ICAAID68975.2025.11358227,https://www.scopus.com/pages/publications/105033702714?origin=resultslist
"Instrumentation for Robotics and Automation: Innovations, Challenges, and Future Directions",Pandy G.; Jeyarajan B.; Pugazhenthi V.J.; Murugan A.,10.1109/ICARA64554.2025.10977712,https://www.scopus.com/pages/publications/105010697287?origin=resultslist
"8th Conference on Cloud and Internet of Things, CIoT 2025",,,https://www.scopus.com/pages/publications/105036566442?origin=resultslist
Future trends in AIoMT: Opportunities and innovations on the horizon,Singh T.M.; Kishor Kumar Reddy C.; Laya B.V.; Lippert K.,10.4018/979-8-3373-0690-2.ch002,https://www.scopus.com/pages/publications/105004782360?origin=resultslist
Light-propelled photocatalytic evaporator for robotic solar-driven water purification,Han D.-D.; Wang Q.; Chen Z.-D.; Wang L.; Chang Z.; Xie S.-Y.; Li X.-B.; Zhang W.; Zhang Y.-L.,10.1186/s43074-025-00169-4,https://www.scopus.com/pages/publications/105002726117?origin=resultslist
The university in the digital age,Jarrín M.T.,10.3726/b22511,https://www.scopus.com/pages/publications/105001904564?origin=resultslist
Biomimetics and Mind-Machine Interface: The Human Brain as a Quantum Computer,Bhattacharya A.; Bhattacharya A.B.,,https://www.scopus.com/pages/publications/105001318028?origin=resultslist
Exploring future trends and emerging applications: A glimpse into tomorrow's landscape,Ghosh U.; Kundu S.,10.1201/9781003482000-11,https://www.scopus.com/pages/publications/85213177201?origin=resultslist
"16th APCA International Conference on Automatic Control and Soft Computing, CONTROLO 2024",,,https://www.scopus.com/pages/publications/105003956044?origin=resultslist
A Matrix Multiplication Approach to Quantum-Safe Cryptographic Systems,Lizama-Pérez L.A.,10.3390/cryptography8040056,https://www.scopus.com/pages/publications/85213575755?origin=resultslist
Intrinsically-Stretchable and Patternable Quantum Dot Color Conversion Layers for Stretchable Displays in Robotic Skin and Wearable Electronics,Kim K.; Kim D.R.; Kim D.; Song H.H.; Lee S.; Choi Y.; Lee K.; Lee G.H.; Lee J.; Kim H.H.; Ahn E.; Jang J.H.; Kim Y.; Lee H.C.; Kim Y.; Park S.I.; Yoo J.; Lee Y.; Park J.; Kim D.-H.; Choi M.K.; Yang J.,10.1002/adma.202420633,https://www.scopus.com/pages/publications/105004343882?origin=resultslist
Transforming Logistics and Supply Chains With AI: Opportunities and Barriers,Bhanumathi M.; Swetha M.; Sivasakthi K.; Anish T.P.; Subhash S.; Subramanian S.R.S.,10.4018/979-8-3373-3486-8.ch010,https://www.scopus.com/pages/publications/105032348535?origin=resultslist
"Issues, Challenges, and Research Direction in Integrating Metaverse and Healthcare Industry",Kar N.K.; Pandey M.K.; Upadhyay J.; Gupta P.; Iwendi C.,10.1201/9781003491668-14,https://www.scopus.com/pages/publications/85218382151?origin=resultslist
Quantum Computing and AI Applications in Industry 5.0 Use Cases,Gharib J.; Gahi Y.,10.1002/9781394242399.ch17,https://www.scopus.com/pages/publications/105001240760?origin=resultslist
Current AI technologies in cancer diagnostics and treatment,Tiwari A.; Mishra S.; Kuo T.-R.,10.1186/s12943-025-02369-9,https://www.scopus.com/pages/publications/105007070481?origin=resultslist
Intelligent Manufacturing in Industry 4.0,Kaur N.,10.1201/9781032655758-2,https://www.scopus.com/pages/publications/85216667403?origin=resultslist
A comprehensive survey on the chicken swarm optimization algorithm and its applications: state-of-the-art and research challenges,Chen B.; Cao L.; Chen C.; Chen Y.; Yue Y.,10.1007/s10462-024-10786-3,https://www.scopus.com/pages/publications/85195801676?origin=resultslist
Artificial intelligence in civil engineering: emerging applications and opportunities,Nyokum T.; Tamut Y.,10.3389/fbuil.2025.1622873,https://www.scopus.com/pages/publications/105010926879?origin=resultslist
Emerging Industrial Technologies: AI and Robotics,Sathvik N.S.; Lalit M.; Aggarwal A.; Al-Milli N.; Kumar S.; Rana A.K.; Giri J.,10.1007/978-3-031-89771-9_123,https://www.scopus.com/pages/publications/105021320820?origin=resultslist
Autonomous multi-robot synthesis and optimization of metal halide perovskite nanocrystals,Xu J.; Moran C.H.J.; Ghorai A.; Bateni F.; Bennett J.A.; Mukhin N.; Latif K.; Cahn A.; Jha P.; Licona F.D.; Sadeghi S.; Politi L.; Abolhasani M.,10.1038/s41467-025-63209-4,https://www.scopus.com/pages/publications/105013873498?origin=resultslist
Optimal control-based quantum genetic algorithm for a six jointed articulated robotic arm,Dahassa M.S.; Zioui N.,10.1016/j.rico.2025.100584,https://www.scopus.com/pages/publications/105008535171?origin=resultslist
High-Performance 40×30 Single-Photon Avalanche Diode dTOF Sensor; [一种高性能 40×30 单光子雪崩探测器 dTOF 传感芯片],Zuo H.; Yang Z.; Li X.; Hu Z.; Chen Z.; Yang Z.; Lin H.; Chen Z.; Lin J.; Liu C.; Gao L.; Xu W.; Qiu Z.; Yi B.; Zhu B.; Liu F.; Feng S.; Yang L.; Yu N.; Zou Y.; Guo Y.; Wang S.,10.3788/AOS241318,https://www.scopus.com/pages/publications/85216920077?origin=resultslist
Taking Robots Beyond the Threshold of Awareness: Scientifically Founded Conditions for Artificial Consciousness,Keppler J.,,https://www.scopus.com/pages/publications/85178655089?origin=resultslist
Accelerated AI development for autonomous materials synthesis in flow,Epps R.W.; Volk A.A.; Reyes K.G.; Abolhasani M.,10.1039/d0sc06463g,https://www.scopus.com/pages/publications/85105506985?origin=resultslist
The Role of the Metaverse in Transforming Healthcare,Ramamurthy S.; Al Yammahi S.; Rahim A.A.,10.52711/0974-360X.2023.00891,https://www.scopus.com/pages/publications/85181497109?origin=resultslist
Intelligent Systems and Applications in Computer Vision,Mittal N.; Pandit A.K.; Abouhawwash M.; Mahajan S.,10.1201/9781003453406,https://www.scopus.com/pages/publications/85174776024?origin=resultslist
A review on quantum computing and deep learning algorithms and their applications,Valdez F.; Melin P.,10.1007/s00500-022-07037-4,https://www.scopus.com/pages/publications/85128926778?origin=resultslist
Introducing Quantum Variational Circuit for Efficient Management of Common Pool Resources,Shahid M.; Hassan M.A.,10.1109/ACCESS.2023.3322144,https://www.scopus.com/pages/publications/85174686577?origin=resultslist
"22nd FAI International Conference on Mathematical, Computational Intelligence and Engineering Approaches to Healthcare, Business and Tourism Analytics, FAI-ICMCIE 2020",,,https://www.scopus.com/pages/publications/85148760555?origin=resultslist
"Overview: Photovoltaic Solar Cells, Science, Materials, Artificial Intelligence, Nanotechnology and State of the Art",Taft C.A.; Canchaya J.G.S.,10.1007/978-3-031-46545-1_2,https://www.scopus.com/pages/publications/85179619883?origin=resultslist
"Quantum Robotic Swarms: What, Why, and How",Mannone M.; Seidita V.; Chella A.,,https://www.scopus.com/pages/publications/85164195254?origin=resultslist
Cao Robot for Taiwanese/English Knowledge Graph Application,Lee C.-S.; Wang M.-H.; Tseng G.-Y.; Yue C.-C.; Hsieh H.-C.; Reformat M.,10.1109/O-COCOSDA64382.2024.10800729,https://www.scopus.com/pages/publications/85215670709?origin=resultslist
Bionic robot fish gradient reliability optimization design based on improved quantum evolutionary algorithm; [基于改进量子进化算法的仿生机器鱼渐变可靠性优化设计],Li M.; Qiao J.; Fan J.; Wang B.,10.16579/j.issn.1001.9669.2022.01.013,https://www.scopus.com/pages/publications/85128322938?origin=resultslist
